                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    477,                0.31997,                0.24032,                0.80115,                0.99368,                      1,                  0.995,                0.70171,                 1.0603,                0.49169,                 1.1617,             0.00011504,             0.00011504,             0.00011504
                    478,                0.29787,                0.21868,                 0.7934,                0.99368,                      1,                  0.995,                0.70171,                 1.0603,                0.49169,                 1.1617,             0.00011108,             0.00011108,             0.00011108
                    479,                0.37171,                0.25307,                0.84691,                0.99412,                      1,                  0.995,                0.70182,                 1.0628,                0.48736,                 1.1613,             0.00010712,             0.00010712,             0.00010712
                    480,                0.35551,                0.26022,                0.82068,                0.99412,                      1,                  0.995,                0.70182,                 1.0628,                0.48736,                 1.1613,             0.00010316,             0.00010316,             0.00010316
                    481,                0.29817,                0.22601,                0.80474,                0.99429,                      1,                  0.995,                 0.7052,                  1.059,                0.47813,                 1.1528,               9.92e-05,               9.92e-05,               9.92e-05
                    482,                0.28409,                0.20995,                 0.7986,                0.99429,                      1,                  0.995,                 0.7052,                  1.059,                0.47813,                 1.1528,              9.524e-05,              9.524e-05,              9.524e-05
                    483,                 0.3402,                0.23295,                0.80982,                0.99429,                      1,                  0.995,                 0.7052,                  1.059,                0.47813,                 1.1528,              9.128e-05,              9.128e-05,              9.128e-05
                    484,                0.30519,                0.22748,                0.81101,                0.99487,                      1,                  0.995,                0.71184,                 1.0553,                0.46322,                 1.1491,              8.732e-05,              8.732e-05,              8.732e-05
                    485,                0.33636,                0.24833,                0.86241,                0.99487,                      1,                  0.995,                0.71184,                 1.0553,                0.46322,                 1.1491,              8.336e-05,              8.336e-05,              8.336e-05
                    486,                0.31847,                0.23023,                0.82282,                0.99487,                      1,                  0.995,                0.71184,                 1.0553,                0.46322,                 1.1491,               7.94e-05,               7.94e-05,               7.94e-05
                    487,                0.31189,                0.25285,                0.83511,                0.99393,                      1,                  0.995,                 0.7119,                 1.0531,                  0.458,                 1.1483,              7.544e-05,              7.544e-05,              7.544e-05
                    488,                0.31003,                0.22868,                0.80263,                0.99393,                      1,                  0.995,                 0.7119,                 1.0531,                  0.458,                 1.1483,              7.148e-05,              7.148e-05,              7.148e-05
                    489,                0.35359,                0.25811,                0.87719,                0.99282,                      1,                  0.995,                0.70587,                 1.0455,                0.45278,                 1.1462,              6.752e-05,              6.752e-05,              6.752e-05
                    490,                0.38097,                0.26028,                0.80491,                0.99282,                      1,                  0.995,                0.70587,                 1.0455,                0.45278,                 1.1462,              6.356e-05,              6.356e-05,              6.356e-05
                    491,                0.32437,                0.22981,                0.84652,                0.99282,                      1,                  0.995,                0.70587,                 1.0455,                0.45278,                 1.1462,               5.96e-05,               5.96e-05,               5.96e-05
                    492,                0.26203,                0.19295,                0.78149,                0.99361,                      1,                  0.995,                0.70682,                 1.0469,                0.45168,                 1.1507,              5.564e-05,              5.564e-05,              5.564e-05
                    493,                0.26201,                0.18314,                0.81436,                0.99361,                      1,                  0.995,                0.70682,                 1.0469,                0.45168,                 1.1507,              5.168e-05,              5.168e-05,              5.168e-05
                    494,                0.33668,                0.21602,                0.80818,                0.99361,                      1,                  0.995,                0.70682,                 1.0469,                0.45168,                 1.1507,              4.772e-05,              4.772e-05,              4.772e-05
                    495,                0.26034,                0.19569,                0.79815,                0.99315,                      1,                  0.995,                0.70852,                 1.0536,                0.46155,                 1.1549,              4.376e-05,              4.376e-05,              4.376e-05
                    496,                 0.3822,                0.24263,                0.82036,                0.99315,                      1,                  0.995,                0.70852,                 1.0536,                0.46155,                 1.1549,               3.98e-05,               3.98e-05,               3.98e-05
                    497,                0.27986,                0.19801,                0.80964,                0.99279,                      1,                  0.995,                0.70173,                  1.055,                0.45964,                 1.1555,              3.584e-05,              3.584e-05,              3.584e-05
                    498,                0.37684,                0.24043,                0.82626,                0.99279,                      1,                  0.995,                0.70173,                  1.055,                0.45964,                 1.1555,              3.188e-05,              3.188e-05,              3.188e-05
                    499,                0.28422,                 0.1946,                0.79129,                0.99279,                      1,                  0.995,                0.70173,                  1.055,                0.45964,                 1.1555,              2.792e-05,              2.792e-05,              2.792e-05
                    500,                0.34833,                0.26407,                0.87115,                0.99245,                      1,                  0.995,                0.71066,                 1.0517,                0.46208,                 1.1546,              2.396e-05,              2.396e-05,              2.396e-05
